Year,Gender,Age,Scenario,Abdominal_obesity,No_abdominal_obesity
2011,Women,71,Baseline,0.606340063,0.393659937
2011,Women,72,Baseline,0.599700143,0.400299857
2011,Women,73,Baseline,0.594478928,0.405521072
2011,Women,74,Baseline,0.589269656,0.410730344
2011,Women,75,Baseline,0.583420307,0.416579693
2011,Women,76,Baseline,0.576608305,0.423391695
2011,Women,77,Baseline,0.568686256,0.431313744
2011,Women,78,Baseline,0.559634806,0.440365194
2011,Women,79,Baseline,0.549549986,0.450450014
2011,Women,80,Baseline,0.538554884,0.461445116
2011,Women,81,Baseline,0.52677541,0.47322459
2011,Women,82,Baseline,0.514336469,0.485663531
2011,Women,83,Baseline,0.501353806,0.498646194
2011,Women,84,Baseline,0.487913798,0.512086202
2011,Women,85,Baseline,0.4740862,0.5259138
2011,Women,86,Baseline,0.459930787,0.540069213
2011,Women,87,Baseline,0.445498983,0.554501017
2011,Women,88,Baseline,0.430835224,0.569164776
2011,Women,89,Baseline,0.415978074,0.584021926
2011,Women,90,Baseline,0.400961151,0.599038849
2011,Women,91,Baseline,0.385813889,0.614186111
2011,Women,92,Baseline,0.370562158,0.629437842
2011,Women,93,Baseline,0.355228792,0.644771208
2011,Women,94,Baseline,0.339834015,0.660165985
2011,Women,95,Baseline,0.324395804,0.675604196
2011,Women,96,Baseline,0.308930191,0.691069809
2011,Women,97,Baseline,0.29345152,0.70654848
2011,Women,98,Baseline,0.277972663,0.722027337
2011,Women,99,Baseline,0.262505201,0.737494799
2011,Women,100,Baseline,0.247059584,0.752940416
2012,Men,35,Baseline,0.255129813,0.744870187
2012,Men,36,Baseline,0.272347195,0.727652805
2012,Men,37,Baseline,0.288502613,0.711497387
2012,Men,38,Baseline,0.303599201,0.696400799
2012,Men,39,Baseline,0.317640583,0.682359417
2012,Men,40,Baseline,0.330630979,0.669369021
2012,Men,41,Baseline,0.34257534,0.65742466
2012,Men,42,Baseline,0.353479518,0.646520482
2012,Men,43,Baseline,0.363350483,0.636649517
2012,Men,44,Baseline,0.372196625,0.627803375
2012,Men,45,Baseline,0.380028132,0.619971868
2012,Men,46,Baseline,0.386857522,0.613142478
2012,Men,47,Baseline,0.392700348,0.607299652
2012,Men,48,Baseline,0.397577586,0.602422414
2012,Men,49,Baseline,0.401520483,0.598479517
2012,Men,50,Baseline,0.404566057,0.595433943
2012,Men,51,Baseline,0.406755905,0.593244095
2012,Men,52,Baseline,0.408136492,0.591863508
2012,Men,53,Baseline,0.4087548,0.5912452
2012,Men,54,Baseline,0.408637506,0.591362494
2012,Men,55,Baseline,0.407783206,0.592216794
2012,Men,56,Baseline,0.406137106,0.593862894
2012,Men,57,Baseline,0.403502242,0.596497758
2012,Men,58,Baseline,0.399187157,0.600812843
2012,Men,59,Baseline,0.391830606,0.608169394
2012,Men,60,Baseline,0.388416322,0.611583678
2012,Men,61,Baseline,0.390006562,0.609993438
2012,Men,62,Baseline,0.388550252,0.611449748
2012,Men,63,Baseline,0.385210169,0.614789831
2012,Men,64,Baseline,0.382894778,0.617105222
2012,Men,65,Baseline,0.37755283,0.62244717
2012,Men,66,Baseline,0.364009784,0.635990216
2012,Men,67,Baseline,0.35611478,0.64388522
2012,Men,68,Baseline,0.351829991,0.648170009
2012,Men,69,Baseline,0.345735402,0.654264598
2012,Men,70,Baseline,0.343845859,0.656154141
2012,Men,71,Baseline,0.352848804,0.647151196
2012,Men,72,Baseline,0.356031775,0.643968225
2012,Men,73,Baseline,0.355416762,0.644583238
2012,Men,74,Baseline,0.352905168,0.647094832
2012,Men,75,Baseline,0.349276048,0.650723952
2012,Men,76,Baseline,0.344879526,0.655120474
2012,Men,77,Baseline,0.339856024,0.660143976
2012,Men,78,Baseline,0.334201748,0.665798252
2012,Men,79,Baseline,0.327787085,0.672212915
2012,Men,80,Baseline,0.320457282,0.679542718
2012,Men,81,Baseline,0.312058951,0.687941049
2012,Men,82,Baseline,0.30244344,0.69755656
2012,Men,83,Baseline,0.291475532,0.708524468
2012,Men,84,Baseline,0.279056256,0.720943744
2012,Men,85,Baseline,0.265106834,0.734893166
2012,Men,86,Baseline,0.24956043,0.75043957
2012,Men,87,Baseline,0.232360024,0.767639976
2012,Men,88,Baseline,0.21345669,0.78654331
2012,Men,89,Baseline,0.192808223,0.807191777
2012,Men,90,Baseline,0.170378015,0.829621985
2012,Men,91,Baseline,0.146134163,0.853865837
2012,Men,92,Baseline,0.120048727,0.879951273
2012,Men,93,Baseline,0.092097137,0.907902863
2012,Men,94,Baseline,0.06225769,0.93774231
2012,Men,95,Baseline,0.03051115,0.96948885
2012,Men,96,Baseline,0.03051115,0.96948885
2012,Men,97,Baseline,0.03051115,0.96948885
2012,Men,98,Baseline,0.03051115,0.96948885
2012,Men,99,Baseline,0.03051115,0.96948885
2012,Men,100,Baseline,0.03051115,0.96948885
2012,Women,35,Baseline,0.457872841,0.542127159
2012,Women,36,Baseline,0.463688755,0.536311245
2012,Women,37,Baseline,0.46947249,0.53052751
2012,Women,38,Baseline,0.475222633,0.524777367
2012,Women,39,Baseline,0.480937542,0.519062458
2012,Women,40,Baseline,0.486615296,0.513384704
2012,Women,41,Baseline,0.492253629,0.507746371
2012,Women,42,Baseline,0.497849849,0.502150151
2012,Women,43,Baseline,0.503400729,0.496599271
2012,Women,44,Baseline,0.508902362,0.491097638
2012,Women,45,Baseline,0.514349969,0.485650031
2012,Women,46,Baseline,0.519737636,0.480262364
2012,Women,47,Baseline,0.525057955,0.474942045
2012,Women,48,Baseline,0.530300843,0.469699157
2012,Women,49,Baseline,0.535451107,0.464548893
2012,Women,50,Baseline,0.540490597,0.459509403
2012,Women,51,Baseline,0.545398733,0.454601267
2012,Women,52,Baseline,0.550152302,0.449847698
2012,Women,53,Baseline,0.554727471,0.445272529
2012,Women,54,Baseline,0.559109765,0.440890235
2012,Women,55,Baseline,0.563298056,0.436701944
2012,Women,56,Baseline,0.567317456,0.432682544
2012,Women,57,Baseline,0.571264704,0.428735296
2012,Women,58,Baseline,0.575490646,0.424509354
2012,Women,59,Baseline,0.580709193,0.419290807
2012,Women,60,Baseline,0.582546854,0.417453146
2012,Women,61,Baseline,0.578255661,0.421744339
2012,Women,62,Baseline,0.578147831,0.421852169
2012,Women,63,Baseline,0.579782697,0.420217303
2012,Women,64,Baseline,0.579101261,0.420898739
2012,Women,65,Baseline,0.583871068,0.416128932
2012,Women,66,Baseline,0.600163733,0.399836267
2012,Women,67,Baseline,0.608461764,0.391538236
2012,Women,68,Baseline,0.612245651,0.387754349
2012,Women,69,Baseline,0.619108682,0.380891318
2012,Women,70,Baseline,0.620440071,0.379559929
2012,Women,71,Baseline,0.611490717,0.388509283
2012,Women,72,Baseline,0.605009519,0.394990481
2012,Women,73,Baseline,0.600050624,0.399949376
2012,Women,74,Baseline,0.595213855,0.404786145
2012,Women,75,Baseline,0.589850608,0.410149392
2012,Women,76,Baseline,0.58364012,0.41635988
2012,Women,77,Baseline,0.576435896,0.423564104
2012,Women,78,Baseline,0.568218779,0.431781221
2012,Women,79,Baseline,0.55908435,0.44091565
2012,Women,80,Baseline,0.549155078,0.450844922
2012,Women,81,Baseline,0.538556224,0.461443776
2012,Women,82,Baseline,0.527412039,0.472587961
2012,Women,83,Baseline,0.515837649,0.484162351
2012,Women,84,Baseline,0.503918963,0.496081037
2012,Women,85,Baseline,0.491725356,0.508274644
2012,Women,86,Baseline,0.479316274,0.520683726
2012,Women,87,Baseline,0.466742856,0.533257144
2012,Women,88,Baseline,0.454049289,0.545950711
2012,Women,89,Baseline,0.441273922,0.558726078
2012,Women,90,Baseline,0.428450186,0.571549814
2012,Women,91,Baseline,0.415607346,0.584392654
2012,Women,92,Baseline,0.40277113,0.59722887
2012,Women,93,Baseline,0.38996424,0.61003576
2012,Women,94,Baseline,0.377206786,0.622793214
2012,Women,95,Baseline,0.364516644,0.635483356
2012,Women,96,Baseline,0.351909753,0.648090247
2012,Women,97,Baseline,0.339400378,0.660599622
2012,Women,98,Baseline,0.327001314,0.672998686
2012,Women,99,Baseline,0.314724078,0.685275922
2012,Women,100,Baseline,0.302579061,0.697420939
2013,Men,35,Baseline,0.261382627,0.738617373
2013,Men,36,Baseline,0.278949007,0.721050993
2013,Men,37,Baseline,0.295443295,0.704556705
2013,Men,38,Baseline,0.310868119,0.689131881
2013,Men,39,Baseline,0.325226534,0.674773466
2013,Men,40,Baseline,0.338522115,0.661477885
2013,Men,41,Baseline,0.350759073,0.649240927
2013,Men,42,Baseline,0.361942414,0.638057586
2013,Men,43,Baseline,0.372078138,0.627921862
2013,Men,44,Baseline,0.381173505,0.618826495
2013,Men,45,Baseline,0.389237397,0.610762603
2013,Men,46,Baseline,0.396280797,0.603719203
2013,Men,47,Baseline,0.402317462,0.597682538
2013,Men,48,Baseline,0.407366116,0.592633884
2013,Men,49,Baseline,0.411454948,0.588545052
2013,Men,50,Baseline,0.414617633,0.585382367
2013,Men,51,Baseline,0.416892342,0.583107658
2013,Men,52,Baseline,0.418322115,0.581677885
2013,Men,53,Baseline,0.418951117,0.581048883
2013,Men,54,Baseline,0.418806115,0.581193885
2013,Men,55,Baseline,0.417889093,0.582110907
2013,Men,56,Baseline,0.416153351,0.583846649
2013,Men,57,Baseline,0.413419425,0.586580575
2013,Men,58,Baseline,0.409037135,0.590962865
2013,Men,59,Baseline,0.401684869,0.598315131
2013,Men,60,Baseline,0.397931339,0.602068661
2013,Men,61,Baseline,0.398855309,0.601144691
2013,Men,62,Baseline,0.396936972,0.603063028
2013,Men,63,Baseline,0.393078056,0.606921944
2013,Men,64,Baseline,0.389974037,0.610025963
2013,Men,65,Baseline,0.384236592,0.615763408
2013,Men,66,Baseline,0.370592202,0.629407798
2013,Men,67,Baseline,0.3625015,0.6374985
2013,Men,68,Baseline,0.358004206,0.641995794
2013,Men,69,Baseline,0.351805917,0.648194083
2013,Men,70,Baseline,0.349726135,0.650273865
2013,Men,71,Baseline,0.358398466,0.641601534
2013,Men,72,Baseline,0.361335679,0.638664321
2013,Men,73,Baseline,0.360539037,0.639460963
2013,Men,74,Baseline,0.357886012,0.642113988
2013,Men,75,Baseline,0.354145202,0.645854798
2013,Men,76,Baseline,0.349661777,0.650338223
2013,Men,77,Baseline,0.344574015,0.655425985
2013,Men,78,Baseline,0.33887798,0.66112202
2013,Men,79,Baseline,0.332445691,0.667554309
2013,Men,80,Baseline,0.325124417,0.674875583
2013,Men,81,Baseline,0.316762808,0.683237192
2013,Men,82,Baseline,0.307214212,0.692785788
2013,Men,83,Baseline,0.296345248,0.703654752
2013,Men,84,Baseline,0.284058306,0.715941694
2013,Men,85,Baseline,0.270275697,0.729724303
2013,Men,86,Baseline,0.254931514,0.745068486
2013,Men,87,Baseline,0.237969536,0.762030464
2013,Men,88,Baseline,0.219341524,0.780658476
2013,Men,89,Baseline,0.199005867,0.800994133
2013,Men,90,Baseline,0.176926474,0.823073526
2013,Men,91,Baseline,0.153071893,0.846928107
2013,Men,92,Baseline,0.127414582,0.872585418
2013,Men,93,Baseline,0.099930319,0.900069681
2013,Men,94,Baseline,0.070597711,0.929402289
2013,Men,95,Baseline,0.039397796,0.960602204
2013,Men,96,Baseline,0.006313701,0.993686299
2013,Men,97,Baseline,0.006313701,0.993686299
2013,Men,98,Baseline,0.006313701,0.993686299
2013,Men,99,Baseline,0.006313701,0.993686299
2013,Men,100,Baseline,0.006313701,0.993686299
2013,Women,35,Baseline,0.468850927,0.531149073
2013,Women,36,Baseline,0.474127294,0.525872706
2013,Women,37,Baseline,0.479406685,0.520593315
2013,Women,38,Baseline,0.484687608,0.515312392
2013,Women,39,Baseline,0.489968327,0.510031673
2013,Women,40,Baseline,0.495246805,0.504753195
2013,Women,41,Baseline,0.500520634,0.499479366
2013,Women,42,Baseline,0.505786943,0.494213057
2013,Women,43,Baseline,0.511042282,0.488957718
2013,Women,44,Baseline,0.516282458,0.483717542
2013,Women,45,Baseline,0.521502325,0.478497675
2013,Women,46,Baseline,0.526695491,0.473304509
2013,Women,47,Baseline,0.53185392,0.46814608
2013,Women,48,Baseline,0.536966614,0.463033386
2013,Women,49,Baseline,0.542016926,0.457983074
2013,Women,50,Baseline,0.546984877,0.453015123
2013,Women,51,Baseline,0.551847719,0.448152281
2013,Women,52,Baseline,0.55657968,0.44342032
2013,Women,53,Baseline,0.561154111,0.438845889
2013,Women,54,Baseline,0.56555435,0.43444565
2013,Women,55,Baseline,0.569778202,0.430221798
2013,Women,56,Baseline,0.573852386,0.426147614
2013,Women,57,Baseline,0.577883457,0.422116543
2013,Women,58,Baseline,0.58226375,0.41773625
2013,Women,59,Baseline,0.587803368,0.412196632
2013,Women,60,Baseline,0.589726564,0.410273436
2013,Women,61,Baseline,0.585239343,0.414760657
2013,Women,62,Baseline,0.58498767,0.41501233
2013,Women,63,Baseline,0.586569114,0.413430886
2013,Women,64,Baseline,0.58581872,0.41418128
2013,Women,65,Baseline,0.590307494,0.409692506
2013,Women,66,Baseline,0.606054103,0.393945897
2013,Women,67,Baseline,0.614080517,0.385919483
2013,Women,68,Baseline,0.617557895,0.382442105
2013,Women,69,Baseline,0.6238471,0.3761529
2013,Women,70,Baseline,0.625104675,0.374895325
2013,Women,71,Baseline,0.616388778,0.383611222
2013,Women,72,Baseline,0.610164208,0.389835792
2013,Women,73,Baseline,0.605519292,0.394480708
2013,Women,74,Baseline,0.601075371,0.398924629
2013,Women,75,Baseline,0.596191097,0.403808903
2013,Women,76,Baseline,0.590548357,0.409451643
2013,Women,77,Baseline,0.584001351,0.415998649
2013,Women,78,Baseline,0.57653042,0.42346958
2013,Women,79,Baseline,0.568229682,0.431770318
2013,Women,80,Baseline,0.559220032,0.440779968
2013,Women,81,Baseline,0.549625251,0.450374749
2013,Women,82,Baseline,0.539568215,0.460431785
2013,Women,83,Baseline,0.529162846,0.470837154
2013,Women,84,Baseline,0.518494203,0.481505797
2013,Women,85,Baseline,0.507631007,0.492368993
2013,Women,86,Baseline,0.496632158,0.503367842
2013,Women,87,Baseline,0.485548342,0.514451658
2013,Women,88,Baseline,0.474423362,0.525576638
2013,Women,89,Baseline,0.463295242,0.536704758
2013,Women,90,Baseline,0.452197131,0.547802869
2013,Women,91,Baseline,0.441158055,0.558841945
2013,Women,92,Baseline,0.430203532,0.569796468
2013,Women,93,Baseline,0.419356083,0.580643917
2013,Women,94,Baseline,0.408635658,0.591364342
2013,Women,95,Baseline,0.398059991,0.601940009
2013,Women,96,Baseline,0.387644899,0.612355101
2013,Women,97,Baseline,0.377404535,0.622595465
2013,Women,98,Baseline,0.367351597,0.632648403
2013,Women,99,Baseline,0.357497514,0.642502486
2013,Women,100,Baseline,0.347852596,0.652147404
2014,Men,35,Baseline,0.269304313,0.730695687
2014,Men,36,Baseline,0.287102663,0.712897337
2014,Men,37,Baseline,0.303816379,0.696183621
2014,Men,38,Baseline,0.319447746,0.680552254
2014,Men,39,Baseline,0.333999431,0.666000569
2014,Men,40,Baseline,0.34747457,0.65252543
2014,Men,41,Baseline,0.359876879,0.640123121
2014,Men,42,Baseline,0.371210798,0.628789202
2014,Men,43,Baseline,0.381481677,0.618518323
2014,Men,44,Baseline,0.390696036,0.609303964
2014,Men,45,Baseline,0.398861902,0.601138098
2014,Men,46,Baseline,0.405989271,0.594010729
2014,Men,47,Baseline,0.412090753,0.587909247
2014,Men,48,Baseline,0.417183673,0.582816327
2014,Men,49,Baseline,0.421294366,0.578705634
2014,Men,50,Baseline,0.424454541,0.575545459
2014,Men,51,Baseline,0.426700421,0.573299579
2014,Men,52,Baseline,0.428073193,0.571926807
2014,Men,53,Baseline,0.428615671,0.571384329
2014,Men,54,Baseline,0.428355214,0.571644786
2014,Men,55,Baseline,0.427296497,0.572703503
2014,Men,56,Baseline,0.425398265,0.574601735
2014,Men,57,Baseline,0.422491296,0.577508704
2014,Men,58,Baseline,0.417945174,0.582054826
2014,Men,59,Baseline,0.410443737,0.589556263
2014,Men,60,Baseline,0.406350961,0.593649039
2014,Men,61,Baseline,0.406762118,0.593237882
2014,Men,62,Baseline,0.404478381,0.595521619
2014,Men,63,Baseline,0.400198535,0.599801465
2014,Men,64,Baseline,0.396482404,0.603517596
2014,Men,65,Baseline,0.390478945,0.609521055
2014,Men,66,Baseline,0.376852997,0.623147003
2014,Men,67,Baseline,0.368656188,0.631343812
2014,Men,68,Baseline,0.364054065,0.635945935
2014,Men,69,Baseline,0.357897274,0.642102726
2014,Men,70,Baseline,0.355693267,0.644306733
2014,Men,71,Baseline,0.364083455,0.635916545
2014,Men,72,Baseline,0.36679427,0.63320573
2014,Men,73,Baseline,0.365807159,0.634192841
2014,Men,74,Baseline,0.362978956,0.637021044
2014,Men,75,Baseline,0.359069507,0.640930493
2014,Men,76,Baseline,0.354419935,0.645580065
2014,Men,77,Baseline,0.349166826,0.650833174
2014,Men,78,Baseline,0.343306199,0.656693801
2014,Men,79,Baseline,0.336711479,0.663288521
2014,Men,80,Baseline,0.32923165,0.67076835
2014,Men,81,Baseline,0.320717073,0.679282927
2014,Men,82,Baseline,0.311022769,0.688977231
2014,Men,83,Baseline,0.300016886,0.699983114
2014,Men,84,Baseline,0.287602939,0.712397061
2014,Men,85,Baseline,0.273704137,0.726295863
2014,Men,86,Baseline,0.258255342,0.741744658
2014,Men,87,Baseline,0.241200984,0.758799016
2014,Men,88,Baseline,0.222493391,0.777506609
2014,Men,89,Baseline,0.202091435,0.797908565
2014,Men,90,Baseline,0.17995945,0.82004055
2014,Men,91,Baseline,0.156066352,0.843933648
2014,Men,92,Baseline,0.130384923,0.869615077
2014,Men,93,Baseline,0.102891225,0.897108775
2014,Men,94,Baseline,0.073564118,0.926435882
2014,Men,95,Baseline,0.042384863,0.957615137
2014,Men,96,Baseline,0.009336785,0.990663215
2014,Men,97,Baseline,0.009336785,0.990663215
2014,Men,98,Baseline,0.009336785,0.990663215
2014,Men,99,Baseline,0.009336785,0.990663215
2014,Men,100,Baseline,0.009336785,0.990663215
2014,Women,35,Baseline,0.487907369,0.512092631
2014,Women,36,Baseline,0.491758542,0.508241458
2014,Women,37,Baseline,0.495699505,0.504300495
2014,Women,38,Baseline,0.499728415,0.500271585
2014,Women,39,Baseline,0.503843131,0.496156869
2014,Women,40,Baseline,0.508041146,0.491958854
2014,Women,41,Baseline,0.5123195,0.4876805
2014,Women,42,Baseline,0.516674679,0.483325321
2014,Women,43,Baseline,0.521102465,0.478897535
2014,Women,44,Baseline,0.525597748,0.474402252
2014,Women,45,Baseline,0.530154276,0.469845724
2014,Women,46,Baseline,0.534764307,0.465235693
2014,Women,47,Baseline,0.539418138,0.460581862
2014,Women,48,Baseline,0.544102545,0.455897455
2014,Women,49,Baseline,0.548797598,0.451202402
2014,Women,50,Baseline,0.553479461,0.446520539
2014,Women,51,Baseline,0.558121091,0.441878909
2014,Women,52,Baseline,0.562691963,0.437308037
2014,Women,53,Baseline,0.567160698,0.432839302
2014,Women,54,Baseline,0.571508146,0.428491854
2014,Women,55,Baseline,0.575732633,0.424267367
2014,Women,56,Baseline,0.579866951,0.420133049
2014,Women,57,Baseline,0.584038145,0.415961855
2014,Women,58,Baseline,0.58870814,0.41129186
2014,Women,59,Baseline,0.594819227,0.405180773
2014,Women,60,Baseline,0.596972287,0.403027713
2014,Women,61,Baseline,0.592482709,0.407517291
2014,Women,62,Baseline,0.59221423,0.40778577
2014,Women,63,Baseline,0.593812479,0.406187521
2014,Women,64,Baseline,0.593064444,0.406935556
2014,Women,65,Baseline,0.597335655,0.402664345
2014,Women,66,Baseline,0.612567524,0.387432476
2014,Women,67,Baseline,0.620312549,0.379687451
2014,Women,68,Baseline,0.623490455,0.376509545
2014,Women,69,Baseline,0.629239504,0.370760496
2014,Women,70,Baseline,0.630293781,0.369706219
2014,Women,71,Baseline,0.62148137,0.37851863
2014,Women,72,Baseline,0.615318896,0.384681104
2014,Women,73,Baseline,0.610862319,0.389137681
2014,Women,74,Baseline,0.606718054,0.393281946
2014,Women,75,Baseline,0.602240908,0.397759092
2014,Women,76,Baseline,0.597111935,0.402888065
2014,Women,77,Baseline,0.591185537,0.408814463
2014,Women,78,Baseline,0.584442753,0.415557247
2014,Women,79,Baseline,0.576978714,0.423021286
2014,Women,80,Baseline,0.568915272,0.431084728
2014,Women,81,Baseline,0.560377039,0.439622961
2014,Women,82,Baseline,0.551487608,0.448512392
2014,Women,83,Baseline,0.542361491,0.457638509
2014,Women,84,Baseline,0.533084128,0.466915872
2014,Women,85,Baseline,0.523724513,0.476275487
2014,Women,86,Baseline,0.514341761,0.485658239
2014,Women,87,Baseline,0.504986728,0.495013272
2014,Women,88,Baseline,0.495703353,0.504296647
2014,Women,89,Baseline,0.48652977,0.51347023
2014,Women,90,Baseline,0.47749922,0.52250078
2014,Women,91,Baseline,0.468640804,0.531359196
2014,Women,92,Baseline,0.459980102,0.540019898
2014,Women,93,Baseline,0.451539688,0.548460312
2014,Women,94,Baseline,0.443339558,0.556660442
2014,Women,95,Baseline,0.435397484,0.564602516
2014,Women,96,Baseline,0.427729316,0.572270684
2014,Women,97,Baseline,0.420349235,0.579650765
2014,Women,98,Baseline,0.413269965,0.586730035
2014,Women,99,Baseline,0.406502956,0.593497044
2014,Women,100,Baseline,0.400058538,0.599941462
2015,Men,35,Baseline,0.277225999,0.722774001
2015,Men,36,Baseline,0.295256319,0.704743681
2015,Men,37,Baseline,0.312189463,0.687810537
2015,Men,38,Baseline,0.328027373,0.671972627
2015,Men,39,Baseline,0.342772328,0.657227672
2015,Men,40,Baseline,0.356427026,0.643572974
2015,Men,41,Baseline,0.368994686,0.631005314
2015,Men,42,Baseline,0.380479181,0.619520819
2015,Men,43,Baseline,0.390885216,0.609114784
2015,Men,44,Baseline,0.400218567,0.599781433
2015,Men,45,Baseline,0.408486407,0.591513593
2015,Men,46,Baseline,0.415697744,0.584302256
2015,Men,47,Baseline,0.421864044,0.578135956
2015,Men,48,Baseline,0.427001229,0.572998771
2015,Men,49,Baseline,0.431133785,0.568866215
2015,Men,50,Baseline,0.434291449,0.565708551
2015,Men,51,Baseline,0.4365085,0.5634915
2015,Men,52,Baseline,0.43782427,0.56217573
2015,Men,53,Baseline,0.438280226,0.561719774
2015,Men,54,Baseline,0.437904313,0.562095687
2015,Men,55,Baseline,0.436703901,0.563296099
2015,Men,56,Baseline,0.434643179,0.565356821
2015,Men,57,Baseline,0.431563168,0.568436832
2015,Men,58,Baseline,0.426853214,0.573146786
2015,Men,59,Baseline,0.419202605,0.580797395
2015,Men,60,Baseline,0.414782884,0.585217116
2015,Men,61,Baseline,0.414737957,0.585262043
2015,Men,62,Baseline,0.412097133,0.587902867
2015,Men,63,Baseline,0.407385311,0.592614689
